impound_no,Animal_ID,Data_Source,Record_Type,Link,Current_Location,Animal_Name,animal_type,Age,Animal_Gender,Animal_Breed,Animal_Color,Date,Date_Type,Obfuscated_Address,City,State,Zip,jurisdiction,obfuscated_latitude,obfuscated_longitude,Image,image_alt_text,Memo,Temperament
K25-181444,A542793,Regional Animal Services of King County,ADOPTABLE,https://petharbor.com/pet.asp?uaid=KING.A542793,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Diamond,Cat,8 YEARS,Spayed Female,Domestic Shorthair,Gray Tabby,"Jul 30, 2025",Received on,,,,,,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A542793,Image Copyright HLP Inc. 2025,"Received on: 2025-07-30<p/> Description: Gray Tabby<p/>  Spayed Female Domestic Shorthair Cat<p/> Age: 8 YEARS<p/> Adoption Fee: $30.00<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>Hi! My name is Diamond and I am available for adoption.<p/><p/>I was brought in due to my prior owner passing. <p/><p/>I am a shy but really sweet girl, I just need some time to come around! Once I am comfortable I am an affectionate purr machine. <p/><p/>I am an affectionate lovebug who would be thrilled to cuddle up with you at home!<p/>Because of my shy nature, I would do best in a calm, quiet home. When I go to my new home it is important to be patient with me and allow me time to acclimate to my new environment at my own speed. It is best to keep me in a smaller, quiet room, with my food, bed, and litterbox until I am comfortable and confident enough to start exploring the rest of my home.<p/><p/>I am a gentle and loving cat who likes to take things slow. I may get nervous in new situations, so I am looking for a family who understands that I might need some time to warm up. Once I get to know you, I will be a very devoted friend!<p/><p/>",
K25-181530,A733154,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A733154,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,Cat,6 WEEKS,Male,Domestic Shorthair,Black,"Aug 01, 2025",Received on,700 block of  5TH AVE S,KENT,WA,98032,KENT,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A733154,Image Copyright HLP Inc. 2025,"Received on: 2025-08-01<p/> Found Near: 700 block of  5TH AVE S<p/> Description: Black Male Domestic Shorthair Cat<p/> Age: 6 WEEKS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",
K25-181149,A732441,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2969068,LOST,Binx,Cat,Over 1 year<p/>,Male,American Shorthair,Brown,"Jul 21, 2025",Date Lost,32700 block of  19TH PL S,FEDERAL WAY,,98003,FEDERAL WAY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2969068,Image Copyright HLP Inc. 2025,"Description: Black cat, 1 year old, medium size, green eyes<p/>Age: Over 1 year<p/>Location Lost: 32720 19th PL S Federal way , Federal Way WA  98003<p/>Lost Date: 2025-07-21<p/>",
K25-180605,A731660,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2963600,LOST,Sully,Dog,Over 1 year<p/>,Male,Labrador Retriever,Unknown,"Jul 04, 2025",Date Lost,262ND  ST AND CENTRAL KENT WA,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2963600,Image Copyright HLP Inc. 2025,"Description: he's a medium  lab and Dalmatian mix, white and light tan , red. He's 18 years old and has hip problems. we have never been seperated.  He is micro chipped and has all his shots.<p/>Age: Over 1 year<p/>Location Lost:  262nd St and Central Kent wa, Kent WA  98032<p/>Lost Date: 2025-07-04<p/>",
K25-181430,A732985,Regional Animal Services of King County,ADOPTABLE,https://petharbor.com/pet.asp?uaid=KING.A732985,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",John,Cat,13 WEEKS,Neutered Male,Domestic Shorthair,Org Tabby,"Jul 30, 2025",Received on,,,,,,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A732985,Image Copyright HLP Inc. 2025,"Received on: 2025-07-30<p/> Description: Org Tabby<p/>  Neutered Male Domestic Shorthair Cat<p/> Age: 13 WEEKS<p/> Adoption Fee: $30.00<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>Hi! My name is John and I am available for adoption.<p/><p/>I was brought in by a good Samaritan on July 30, 2025.<p/><p/>I am an affectionate lovebug who would be thrilled to cuddle up with you at home once I get to know you!<p/><p/>I am a gentle and loving cat who likes to take things slow. I may get nervous in new situations, so I am looking for a family who understands that I might need some time to warm up. Once I get to know you, I will be a very devoted friend!<p/><p/><p/>",
K25-181236,A731309,Regional Animal Services of King County,ADOPTABLE,https://kingcounty.gov/en/dept/executive-services/animals-pets-pests/regional-animal-services/overview-about,In RASKC Foster Home,Snots,Cat,11 WEEKS,Spayed Female,Domestic Shorthair,Black / White,"Jul 01, 2025",Received on,21615 64TH AVE S,KENT,WA,98032,KENT,47.407788,-122.255197,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A731309,Image Copyright HLP Inc. 2025,Received on: 2025-07-01<p/> Description: Black / White Spayed Female Domestic Shorthair Cat<p/> Age: 11 WEEKS<p/> Adoption Fee: $100.00<p/> Current Location: In RASKC Foster Home <p/><p/>,
K25-178619,A728438,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A728438,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Fudgel,Cat,16 WEEKS,Male,Domestic Longhair,Orange / White,"May 13, 2025",Received on,10600 block of  SE 240TH ST,KENT,WA,98031,KENT,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A728438,Image Copyright HLP Inc. 2025,"Received on: 2025-05-13<p/> Found Near: 10600 block of  SE 240TH ST<p/> Description: Orange / White Male Domestic Longhair Cat<p/> Age: 16 WEEKS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",
K25-181262,A732621,Regional Animal Services of King County,FOUND,https://kingcounty.gov/en/dept/executive-services/animals-pets-pests/regional-animal-services/overview-about,In RASKC Foster Home,,Cat,6 WEEKS,Male,Domestic Shorthair,Seal Pt,"Jul 25, 2025",Received on,700 block of  3RD AVE S,KENT,WA,98032,KENT,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A732621,Image Copyright HLP Inc. 2025,Received on: 2025-07-25<p/> Found Near: 700 block of  3RD AVE S<p/> Description: Seal Pt Male Domestic Shorthair Cat<p/> Age: 6 WEEKS<p/> Current Location: In RASKC Foster Home <p/>,
K25-181443,A733004,Regional Animal Services of King County,ADOPTABLE,https://petharbor.com/pet.asp?uaid=KING.A733004,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Lita,Cat,9 WEEKS,Spayed Female,Domestic Shorthair,Black,"Jul 30, 2025",Received on,,,,,,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A733004,Image Copyright HLP Inc. 2025,"Received on: 2025-07-30<p/> Description: Black<p/>  Spayed Female Domestic Shorthair Cat<p/> Age: 9 WEEKS<p/> Adoption Fee: $30.00<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>Hi! My name is Lita and I am available for adoption.<p/><p/>I was brought in by a good Samaritan on July 30th, 2025.<p/><p/>I am a sweet kitten who may need extra time and attention to warm up to new situations and new people. When I was a wee little one, I was not taught how nice and friendly people can be, but I am learning quickly! Though I may be timid at first, once you take the time to show me I can trust you I will show you just how wonderful I can be.<p/><p/>I am a gentle and loving cat who likes to take things slow. I may get nervous in new situations, so I am looking for a family who understands that I might need some time to warm up. Once I get to know you, I will be a very devoted friend!<p/><p/><p/>",
K25-181429,A732984,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A732984,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Shavo,Cat,12 WEEKS,Spayed Female,Domestic Mediumhair,Buff,"Jul 30, 2025",Received on,18900 block of  240TH AVE SE,MAPLE VALLEY,WA,98038,KING COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A732984,Image Copyright HLP Inc. 2025,"Received on: 2025-07-30<p/> Found Near: 18900 block of  240TH AVE SE<p/> Description: Buff Spayed Female Domestic Mediumhair Cat<p/> Age: 12 WEEKS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",
K25-181419,A732973,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A732973,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,Cat,2 YEARS,Spayed Female,Domestic Shorthair,Black,"Jul 30, 2025",Received on,800 block of  WEST VALLEY HWY S,KENT,WA,98032,KENT,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A732973,Image Copyright HLP Inc. 2025,"Received on: 2025-07-30<p/> Found Near: 800 block of  WEST VALLEY HWY S<p/> Description: Black Spayed Female Domestic Shorthair Cat<p/> Age: 2 YEARS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",
K25-181226,A732555,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2969987,LOST,Puck,Dog,Over 1 year<p/>,Male,Chow Chow,Unknown,"Jul 21, 2025",Date Lost,SW  349th Pl & 28th Pl SW,Federal Way,,98023,,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2969987,Image Copyright HLP Inc. 2025,"Description: Puck is very shy and walks with his tail tucked between his legs. Brindle colored black with brown wiry hair. Was wearing green/blue harness with no collar. <p/>Age: Over 1 year<p/>Location Lost: S 349th St and S 28th St. Federal Way, Federal Way WA  98003<p/>Lost Date: 2025-07-21<p/>",
K25-180490,A731449,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2961069,LOST,Bisha Or Bix,Dog,Under 1 year<p/>,Female,Dutch Shepherd,Unknown,"Jul 03, 2025",Date Lost,10th  Ave SW & 10th Pl SW,Federal Way,,98023,FEDERAL WAY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2961069,Image Copyright HLP Inc. 2025,"Description: She is about 35 lbs and has a bindle pattern. One ear semi-erect. <p/>Age: Under 1 year<p/>Location Lost: 10th Ave SW and 10th PL SW, Seattle WA  98106<p/>Lost Date: 2025-07-03<p/>",
K25-180681,A731739,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2964210,LOST,Bacca,Cat,Over 1 year<p/>,Male,Siamese,Black,"Jul 09, 2025",Date Lost,3800 block of  NE 155th Pl,Lake Forest Park,,98155,LAKE FOREST PAR,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2964210,Image Copyright HLP Inc. 2025,"Description: Black / green eyes<p/>Age: Over 1 year<p/>Location Lost: 3825 ne 155 th pl, Seattle WA  98155<p/>Lost Date: 2025-07-09<p/>",
K25-180992,A732195,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2967400,LOST,Callie,Cat,Over 1 year<p/>,Female,Domestic Shorthair,Unknown,"Jul 09, 2025",Date Lost,14000 block of  169TH AVE SE,,,98059,KING COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2967400,Image Copyright HLP Inc. 2025,"Description: 9 year old spayed female gray and white tabby. She is very friendly and always comes into the house to eat dinner.<p/>Age: Over 1 year<p/>Location Lost: 14014 169th Ave SE, Renton WA  98059<p/>Lost Date: 2025-07-09<p/>",
K25-181394,A732937,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2972120,LOST,Nemo,Cat,Over 1 year<p/>,Male,Ragdoll,Unknown,"Jul 24, 2025",Date Lost,6900 block of  128TH PL SE,Bellevue,,98006,BELLEVUE,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2972120,Image Copyright HLP Inc. 2025,"<p/>Age: Over 1 year<p/>Location Lost: 6922 128th pl se , Bellevue WA  98006<p/>Lost Date: 2025-07-24<p/>",
K25-181510,A733129,Regional Animal Services of King County,ADOPTABLE,https://petharbor.com/pet.asp?uaid=KING.A733129,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Ralphie,Cat,1 YEAR,Neutered Male,Domestic Shorthair,Brn Tabby,"Aug 01, 2025",Received on,,,,,,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A733129,Image Copyright HLP Inc. 2025,"Received on: 2025-08-01<p/> Description: Brn Tabby<p/>  Neutered Male Domestic Shorthair Cat<p/> Age: 1 YEAR<p/> Adoption Fee: $30.00<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>Hi! My name is Ralphie and I am available for adoption!<p/><p/>I was brought in with my friend, Rosie, and we are bonded. We love being around each other so much that we need to go to the same home together!<p/><p/>You can visit me at the Pet Adoption Center on weekdays from 12:00 pm to 5:00 pm, Saturdays and Sundays from 12:00 pm to 4:00 pm. <p/><p/>The Pet Adoption Center is located at 21615 64th Ave S, Kent, WA 98032.<p/><p/>Come and visit me today, I'd love to go home with you!<p/>",
K25-180479,A731427,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2960891,LOST,Moose,Dog,Under 1 year<p/>,Male,Chihuahua - Smooth Coated,Unknown,"Jul 02, 2025",Date Lost,VAN  DE VANTER,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2960891,Image Copyright HLP Inc. 2025,"Description: Small Chihuahua/pug / Beagle mix cream with white stripe between eyes small maybe 7-8 pounds long tail floppy ears <p/>Age: Under 1 year<p/>Location Lost: Van de vanter , Kent WA  98030<p/>Lost Date: 2025-07-02<p/>",
K25-180733,A731803,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A731803,Paws,,Cat,NO AGE,Female,Domestic Shorthair,Tortie,"Jul 10, 2025",Received on,17500 block of  15TH AVE NE,SHORELINE,WA,98155,SHORELINE,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A731803,Image Copyright HLP Inc. 2025,Received on: 2025-07-10<p/> Found Near: 17500 block of  15TH AVE NE<p/> Description: Tortie Female Domestic Shorthair Cat<p/> Age: NO AGE<p/> Current Location: Paws<p/>,
K25-180413,A731332,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2960189,LOST,Napoleon,Dog,Over 1 year<p/>,Male,Yorkshire Terrier,Brown,"Jun 30, 2025",Date Lost,4100 block of  129th Pl SE,Bellevue,,98006,BELLEVUE,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2960189,Image Copyright HLP Inc. 2025,"Description: He’s a little yorkie terrier , brown a black with a little grey hair, he's generally friendly but can get scared. He kinda looks like a little old man.<p/>Age: Over 1 year<p/>Location Lost: 4155 129th place , Bellevue WA  98006<p/>Lost Date: 2025-06-30<p/>",
K25-180916,A732102,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2966606,LOST,Hunter,Cat,Over 1 year<p/>,Male,Norwegian Forest Cat,Unknown,"Jul 15, 2025",Date Lost,SE  174th Ln & 121st Ln SE,Renton,,98058,RENTON,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2966606,Image Copyright HLP Inc. 2025,"Description: Gray Tabby Cat was wearing a blue harness<p/>Age: Over 1 year<p/>Location Lost: SE 174th Ln and 121st Ln SE, Renton WA  98058<p/>Lost Date: 2025-07-15<p/>",
K25-181570,A733199,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2973654,LOST,Gustaf,Dog,Over 1 year<p/>,Male,Akbash,White,"Aug 02, 2025",Date Lost,9500 block of  240TH AVE SE,,,98027,KING COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2973654,Image Copyright HLP Inc. 2025,"<p/>Age: Over 1 year<p/>Location Lost: 9506 240th ave se, Issaquah WA  98027<p/>Lost Date: 2025-08-02<p/>",
K25-180340,A731160,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2959197,LOST,Earl,Cat,Over 1 year<p/>,Male,American Shorthair,Unknown,"Jun 27, 2025",Date Lost,W  SNOQUALMIE VALLEY RD NE & NE 100TH ST,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2959197,Image Copyright HLP Inc. 2025,"Description: Grey/blue tabby, about 13 pounds. Yellow eyes. Has some damage to his right ear. Very friendly.<p/>Age: Over 1 year<p/>Location Lost: W Snoqualmie Valley Rd NE & NE 100th St, Carnation WA  98014<p/>Lost Date: 2025-06-27<p/>",
K25-180790,A731861,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A731861,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Percy,Dog,6 YEARS,Neutered Male,Pit Bull,Black,"Jul 11, 2025",Received on,1200 block of  W MEEKER ST,KENT,WA,98032,KENT,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A731861,Image Copyright HLP Inc. 2025,"Received on: 2025-07-11<p/> Found Near: 1200 block of  W MEEKER ST<p/> Description: Black Neutered Male Pit Bull Dog<p/> Age: 6 YEARS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",
K25-180961,A732164,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2967196,In Public Home,,Dog,Under 1 year<p/>,Male,Labrador Retriever,Black,"Jul 17, 2025",Date Found,196th  Ave SE & SR 169,King County,,98058,KING COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2967196,Image Copyright HLP Inc. 2025,"Description: Young (about 6 months old), black, light brown eyes, floppy ears. <p/>Age: Under 1 year<p/>Found Near: 196th Ave SE and Rte 169, Renton WA  98058<p/>Found Date: 2025-07-17<p/>",
K25-181106,A732349,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2968758,In Public Home,,Dog,Unknown<p/>,Male,Standard Poodle,Unknown,"Jul 21, 2025",Date Found,12900 block of  SE 217TH PL,Kent,,98031,KENT,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2968758,Image Copyright HLP Inc. 2025,<p/>Age: Unknown<p/>Found Near: 12900 block of  SE 217TH PL<p/>Found Date: 2025-07-21<p/>,
K25-181436,A732990,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A732990,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Devin,Cat,12 WEEKS,Neutered Male,Domestic Mediumhair,Black,"Jul 30, 2025",Received on,27900 block of  126TH PL SE,KENT,WA,98030,KENT,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A732990,Image Copyright HLP Inc. 2025,"Received on: 2025-07-30<p/> Found Near: 27900 block of  126TH PL SE<p/> Description: Black Neutered Male Domestic Mediumhair Cat<p/> Age: 12 WEEKS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",
